,0
0,0.9541106897656404
1,1.0038265506360595
2,1.0238507984527683
3,1.0407296957286196
4,1.0166101528232505
5,1.0291347519227247
6,0.9711192948103398
7,0.9491083446458938
8,1.0295556888486235
9,1.0161631951579337
10,0.993840429223239
11,0.9267852234270999
12,1.0085864660942654
13,0.973525695154511
14,0.9899374561381858
15,1.0036893978321686
16,0.9933200157664844
17,1.00228724755471
18,1.0057206594548778
19,0.9874335580462268
20,0.9958762466027689
21,1.0358215422003116
22,0.9364934501684938
23,1.0167827326427035
24,1.0332651676238578
25,1.0168045420418172
26,1.0247172584766011
27,0.9736266280844906
28,1.0016511320289314
29,1.0172286807534519
30,0.9655937929829698
31,1.0431723344697366
32,1.0221337389756495
33,0.9982513828618327
34,0.9990372099784006
35,1.0009958552941023
36,1.012097046411349
37,0.9640150933388653
38,0.9829120043079537
39,0.9802741666825233
40,0.9677460200512774
41,0.9659882638915069
42,0.9832571750051232
43,0.972226891501434
44,1.012754720319552
45,1.0212863709719255
46,1.0017060864480765
47,1.0021735554765772
48,0.9883484231238072
49,0.9852168610657573
50,0.999513934588444
51,1.0294837791087805
52,1.0058997828258363
53,1.0126143982869236
54,0.9648021160698959
55,0.9965033862015344
56,0.9922295769294922
57,1.066297036035447
58,1.0086977577796978
59,0.9981943273899672
60,1.0289461885025093
61,0.9845855545524039
62,0.9407777538594524
63,0.9278366410079094
64,0.9687290807175112
65,1.0155372418157023
66,1.0181231815210225
67,1.0209339350528848
68,0.9691355604720431
69,0.9921669775137043
70,1.0183100932885631
71,1.0204329240477943
72,0.9952655450231103
73,0.985968046729704
74,0.9792907273854243
75,0.9589641712019266
76,1.0127955809167053
77,1.0593600552501237
78,0.9628660323757263
79,1.0357113393397204
80,0.9610821630460747
81,1.0268016924856713
82,0.9761477449568776
83,0.9892174273019473
84,0.9876796579223661
85,0.9823706397440728
86,0.982882849959324
87,1.035118980392189
88,1.0198078406961884
89,1.028173474905802
90,1.0317735133357775
91,1.0069262378160209
92,0.9955485777235658
93,0.9973442311464477
94,1.0078520559160662
95,1.0232169721181092
96,1.013097947915629
97,0.9813932031842943
98,1.0029892953504433
99,0.988920087693841
100,0.9834786804473193
101,0.9498079718259155
102,0.9848070233758152
103,0.9842121354759963
104,0.9929972348209752
105,1.0225916796956738
106,0.9739331315346864
107,0.9811255493367025
108,1.0081936719504967
109,0.989232823962468
110,1.0085384231531678
111,1.0071858648671137
112,0.9527748999977362
113,0.9920407254014822
114,0.9964692177282177
115,0.9936670623843924
116,1.035703847301131
117,1.0204024388160362
118,0.9918042525788029
119,1.0105021805016163
120,0.9930614337069601
121,1.0187563880820372
122,1.0222845732018255
123,1.0126431423950915
124,1.0013355960212629
125,0.9627672351021002
126,1.0002562082602093
127,1.0042163789345864
128,1.0266485236596097
129,0.9928467073272462
130,1.0142528634571095
131,0.9923600145757475
132,1.008020404961495
133,1.055308789584867
134,1.0051898202929883
135,1.004645308690519
136,0.9934834945333866
137,1.0231305514263633
138,1.0063833565854448
139,0.9757259964320034
140,0.9810680988182482
141,0.9687610862649888
142,0.98217559254414
143,1.007499946923724
144,0.9999750319362549
145,0.9882395463176383
146,1.0069120376114686
147,1.025173478571526
148,0.9820004210137533
149,1.0264377022676308
150,1.0500339565472196
151,0.9580260422667287
152,0.9816583448047524
153,0.9798479347793463
154,1.012761610974304
155,1.0105606876076534
156,1.0165060687876943
157,0.9785964262087545
158,0.9511120463424669
159,1.0059010000737687
160,0.9568083527966024
161,1.0239815512682717
162,0.9958371468207547
163,0.9921932727068896
164,0.9587042097096486
165,0.991860683997161
166,0.9878210046076357
167,1.029814985306125
168,1.011916931109501
169,1.022146681054875
170,0.9929465809458321
171,1.0066464582290575
172,1.0043782598588196
173,1.004828428763455
174,1.0021750530548739
175,1.018895392360803
176,1.0056013072341088
177,1.0193119887994224
178,1.0220625076793748
179,1.0215561649296305
180,1.0443343958398859
181,1.0081721706684732
182,0.9829089970575509
183,0.9770364180205997
184,1.0029321524421169
185,0.9692938823154812
186,0.9959915230090116
187,0.9559788709850899
188,1.0029825195265885
189,1.0218717678516314
190,1.0462136935959991
191,1.0434250236305012
192,0.9599216404353139
193,0.9990443259480934
194,0.9247353254215046
195,1.0188114420522216
196,1.0171497751029634
197,0.9980351106628869
198,1.028784868684629
199,0.9771894071561343
200,0.9823198220963764
201,0.9848831654816453
202,0.9595028939343886
203,1.0265292262426906
204,0.9912128379594596
205,1.0012964445507144
206,1.0021490632295218
207,1.008655393545688
208,0.9816744217910622
209,1.0304938039377194
210,1.0252210593990356
211,0.9814835159488331
212,1.0191915520052413
213,0.99658834690148
214,0.9616996348117882
215,0.9958098037419267
216,0.9909543464258216
217,0.9008499069956204
218,0.9859161216245729
219,0.9143680387594147
220,0.9980097330520583
221,0.9814563669885076
222,1.007436240071649
223,0.9422994790938437
224,1.013219353665733
225,1.0482422584698243
226,1.0276167479864384
227,0.9822135204036558
228,1.0076845841189663
229,0.9943307332047192
230,1.0066278054662916
231,1.022950358456525
232,1.0311370311490093
233,0.999659893991769
234,0.9066977351498509
235,1.0158166443084877
236,0.9393774488053775
237,1.0335529634591993
238,0.9991314783864352
239,0.995388081713507
240,1.0295228578979765
241,1.0682173577863094
242,1.0357450462100355
243,1.0203712521788837
244,1.022132701301337
245,1.0359363118613056
246,0.9970293935469452
247,1.0019285432263876
248,0.9710778101988363
249,0.9530055172771142
250,1.0165880845395372
251,0.9880711416096793
252,1.0010009310265113
253,1.0021649000442532
254,1.0146331797272965
255,0.9831828715251738
256,0.9927271570274131
257,1.0068535193477173
258,1.0087168503936534
259,0.9817883420847678
260,0.9648347668136326
261,1.031958453092844
262,1.0284101286861298
263,0.9855678356712174
264,1.024599471769347
265,1.0219925701717651
266,0.9985190535261851
267,0.987162573670624
268,0.9884948462968044
269,0.9904874827494055
270,0.9942491450484083
271,0.9869191302261783
272,0.9786060085643064
273,1.0242714171898608
274,1.0356607394706547
275,1.025256209355893
276,0.9730491582586237
277,1.0209205259803156
278,0.9998674338621482
279,1.0003887704130576
280,0.965797338438069
281,0.9990396633234374
282,0.989649645890609
283,1.0053451809837377
284,1.0149341891185943
285,1.004179323758628
286,0.9732472027540973
287,0.9991052212322024
288,0.975387708220047
289,0.9887508511499651
290,0.9825040684777778
291,1.0005152873041436
292,0.9850337836802959
293,0.9964383858258951
294,0.9990564138200757
295,0.9864839625651344
296,1.011301316819327
297,1.0194935538273013
298,0.9960029014361077
299,0.965220120678202
300,0.9931556247025484
301,1.0031498307637714
302,0.9949768944664628
303,0.9887110511064368
304,1.0071981879187817
305,0.9923389469660836
306,0.9993311018416348
307,0.999929691751677
308,1.0129862177605777
309,1.01519916795574
310,1.0316786302377676
311,1.0041418322509856
312,1.0380935818563384
313,1.0089332016181463
314,1.0087026533401149
315,0.9739192308779058
316,0.9917953125862133
317,1.0055845182519816
318,0.9936648789215362
319,0.9844083917356087
320,1.0122582324489486
321,0.9945450730342814
322,0.9745262324815434
323,1.027616615742626
324,0.9627542501227678
325,1.0276157762271843
326,0.9825947111918153
327,1.0138535202807473
328,0.9807459527463948
329,1.0018971392180989
330,0.9671335527951815
331,1.034574231174675
332,1.0203155044933223
333,1.000958491900539
334,1.0082815792113666
335,0.9859610959363179
336,0.9814033913984374
337,0.9950954271589735
338,1.0380649750061022
339,0.9855299113951534
340,0.9928340401128845
341,1.0182519015251452
342,1.011375163954235
343,0.9560834034552466
344,0.9763543328734482
345,1.011552603596049
346,0.9980777604636576
347,0.9919664827503636
348,0.9922470349964048
349,0.9932248114326224
350,1.023765514997143
351,0.9641881404981405
352,0.9960619478216873
353,0.9984654458951231
354,1.0205901593325393
355,0.9658089847107858
356,0.9800815732458286
357,0.9252940707708684
358,1.0063850342490235
359,0.9895148094461629
360,1.0222366430415653
361,1.0063452220657545
362,0.9917379742353323
363,0.9885808905532861
364,0.9902648256745205
365,1.0122709344802112
366,0.9995744636567663
367,0.9941482697203566
368,1.0024997596464174
369,0.9398892202316321
370,0.8905685534306351
371,0.9833738501999645
372,1.0474273409892374
373,1.0353946725808818
374,1.0374554511599727
375,1.008873230151699
376,1.0245065605096138
377,1.0157704421303682
378,1.0251360621232917
379,1.0179921674142904
380,1.0343563011244703
381,1.0110433431346668
382,1.0291747356407974
383,1.0281109695034767
384,0.9050827216294166
385,1.0257203228649172
386,1.0375464950461635
387,1.0194265519030095
388,1.024929070574832
389,1.0484369219459209
390,0.9982727927416735
391,0.9736886084262223
392,1.0008548585119905
393,0.9757084171415554
394,0.8862565070074658
395,1.0338487737422433
396,0.9801162630160097
397,1.0464584201722291
398,1.0216221766192417
399,1.0891802896872858
400,0.975442765606673
401,0.943322466406736
402,0.995535481981446
403,1.0058526744531935
404,0.9930494305193437
405,0.9871554125544365
406,0.9815790631354179
407,1.009054782400263
408,0.9992898664429959
409,0.9937992499720903
410,1.0030908211048462
411,1.0023153715608581
412,0.9675764714165992
413,1.0312119034560696
414,1.0039658436656311
415,0.9949886997243333
416,0.9955804216139315
417,0.9800754053149598
418,0.9941851452396845
419,1.0322558800333592
420,1.024180237239041
421,0.9291117981102924
422,1.0192503008086529
423,0.9792370796748171
424,0.9827809607084038
425,0.9905422424984466
426,0.990933838406843
427,0.9303666711990916
428,1.0135993215769148
429,1.025373556889135
430,1.0365542156649732
431,0.9793705229173416
432,1.0325356062633089
433,0.997781885485732
434,0.9986714355245627
435,1.0273183670274046
436,1.0686664853727008
437,0.992468576105897
438,0.9687543103668685
439,1.0074875421426717
440,0.9764643628785231
441,0.982832951939607
442,1.0095893165197456
443,0.9961577054644548
444,0.9641463141865864
445,0.9582578623559438
446,1.0206302292120115
447,1.0202248634429918
448,1.0151843316498723
449,1.0056756590518563
450,1.0044198644377365
451,1.0283015140512477
452,0.9906171242546752
453,0.9867785485395972
454,1.0050431613390203
455,1.0727200518033497
456,1.0230605933085515
457,1.0263329850006324
458,0.9885184920296749
459,0.9800089152201197
460,0.9740082619301289
461,0.9842191393178846
462,1.0214162702024085
463,0.94782611555687
464,0.9698913085150113
465,0.9763209145323047
466,0.9513354167399914
467,0.997390964458579
468,1.0128008391469117
469,0.9936414701251081
470,0.9862188326750039
471,0.979072822840937
472,0.9785341191792325
473,1.0283817910703699
474,1.0121066855418208
475,1.0164913606456245
476,0.9629929440729088
477,0.9990190516837443
478,0.9728825593190661
479,1.002470952140191
480,0.9843521238133235
481,1.0145061871674739
482,0.9846106259229674
483,1.030666617418967
484,1.0377567441388535
485,1.0123454638034435
486,1.0123090400879233
487,1.0239245830433092
488,0.9898839888081589
489,0.9987902330014906
490,1.0083436690809056
491,1.005057012491709
492,0.9624688006048914
493,0.9824477099484646
494,0.967789853864903
495,0.9958936412924365
496,1.0028736168232013
497,1.0161463148402448
498,1.0218774955758658
499,1.013152967293869
500,0.9821418529687037
501,1.0145923673186754
502,0.999980089334714
503,0.9982694310190388
504,0.9665336746785026
505,0.9927854564539657
506,1.013350045235818
507,1.0214716498003242
508,0.9953441102452981
509,1.0092451853408482
510,1.0547490655799971
511,1.0089851431466248
512,1.0071828490024248
513,1.0129093258256097
514,1.0010072349591597
515,0.9868868915583462
516,0.9903897679127744
517,0.9881600608084915
518,0.9996949292766348
519,0.9779017190722848
520,1.0280585174078904
521,0.9856264290468563
522,0.9846408715470448
523,1.0095376400202227
524,1.0058868468219497
525,1.0066221429646485
526,0.968518744251632
527,1.0170842602531973
528,0.9692833102534963
529,0.9829805820567588
530,0.99004524584385
531,0.9995847009000901
532,0.9830244298602855
533,0.9416614298753031
534,0.9972793374344482
535,0.9316379639544783
536,1.0101111295981104
537,1.0062981979668224
538,1.0358636731450825
539,1.0131793936039666
540,0.9833887853756527
541,0.9799218760968534
542,0.9501349018708335
543,0.9890627444309649
544,0.9829346917694818
545,1.027192450069858
546,0.9999714218157124
547,1.0409895722731288
548,1.049408730995812
549,0.9979288184866345
550,1.0053307472063497
551,1.0151820866846195
552,1.0059209836129819
553,1.0052232974283861
554,0.9787876025936326
555,1.0142419072669615
556,1.0311025011310904
557,1.0432528042916158
558,1.0068861327153515
559,1.0338226418564298
560,0.9098754375824248
561,1.0506917155647233
562,0.9884011514604566
563,0.9778964385232356
564,0.9992936712752878
565,0.9319120025570058
566,0.9874441419582093
567,0.9320533149539922
568,0.990184554886925
569,0.9905139630994892
570,0.9966871046622057
571,1.0341375186680224
572,1.021745119899389
573,1.0201750421598983
574,1.0004951588965787
575,1.0128408529538744
576,1.0385594691466158
577,1.0401502459913587
578,1.0533589083539743
579,0.8910141480121846
580,1.0293979860873197
581,0.9053940386563796
582,0.9390284714923192
583,1.042259017669085
584,0.9811145514915766
585,1.0095825113573476
586,1.0287006482552161
587,1.0006358738899876
588,1.0009644551248156
589,0.9965057746772495
590,0.9915090538483919
591,1.0244218891586006
592,0.9961219107936307
593,0.9930996978952976
594,0.9886370054582126
595,1.0309787306232931
596,1.0280568333275724
597,1.0228997176095282
598,0.9762296409634047
599,1.0452032598123715
600,1.0662708887603445
601,1.0051642747669807
602,1.0175905935707585
603,0.9745373811105922
604,0.9606501031318334
605,0.9694988451719366
606,0.972273586955738
607,0.9710787206449947
608,0.9857784421681574
609,0.9580588913453404
610,0.9623352816314067
611,0.9785881222277499
612,1.0561548573393305
613,1.0088539521002764
614,0.9834683222467026
615,1.0215406428404492
616,0.9745133221634654
617,0.986237489001844
618,1.0077489564811317
619,0.9785662308190749
620,0.9839291604442899
621,1.0167655561068176
622,0.9893927527333205
623,0.9911994883284155
624,1.036867555618127
625,1.0584149469670636
626,1.021197874531786
627,1.0034383619786644
628,0.895134109662567
629,0.993053942504176
630,1.0226941047148144
631,1.0024470201333855
