,SRR089523,SRR089526,SRR089529,SRR089533,SRR089542,SRR089550,SRR089561,SRR089564,SRR089568,SRR089573,SRR089577,SRR089578,SRR089580,SRR089583,SRR089586,SRR089589,SRR089591,SRR089592,SRR089593,SRR089594,SRR089595,SRR089596,SRR089597,SRR089598,SRR089599,SRR089600,SRR089601,SRR089602,SRR089603,SRR089604,SRR089605,SRR089606,SRR089607,SRR089608,SRR089609,SRR089610,SRR089646,SRR089659,SRR089662,SRR089663,SRR089664,SRR089665,SRR089666,SRR089694,SRR089695,SRR089696,SRR089697,SRR089698,SRR089699,SRR089700,SRR089701,SRR089702
0,0.13782980313434612,0.13690297922158579,0.13866162990904152,0.13857298213965943,0.13828812295076248,0.13898140812111445,0.13912580283031442,0.1391832955509409,0.13913189834053638,0.13910626418872063,0.1390915412580387,0.13904803523042228,0.1392059942803603,0.13899808195337088,0.1391903206803466,0.13817196500653206,0.13900993781439153,0.1390873688667273,0.1392115095469767,0.13914038100653298,0.13918245882805005,0.13917434506516602,0.1392205776311394,0.13913932778232568,0.13908250929257976,0.13915141188443442,0.13916021445849233,0.1389641776383205,0.13889424258998626,0.13904049697308193,0.13912194696645735,0.13916268824702946,0.139088124470306,0.13909421084125104,0.13906450319428096,0.13916626182515224,0.1382213864123555,0.1382875040069623,0.1382305958544394,0.13818444021597343,0.1382534189631941,0.13822951926007612,0.13794452997615403,0.1380213430274876,0.13800920961430338,0.1380036904343546,0.13821160110525363,0.1380700175282018,0.1383331031644581,0.13753462211141193,0.13779752423805308,0.13804570469409613
1,0.15478731795272077,-0.06111194229932414,0.12339546374706423,0.10005156751212285,-0.10994834490852218,0.11493014014403875,0.09974872403087491,0.10098806954048202,0.10111305512574957,0.09229824267652995,0.10760027711082931,0.09850768697190553,0.098947831166302,0.1021442450307775,0.09554065964923977,-0.155149940783619,0.09587686613716173,0.09620068749599647,0.10068734527728582,0.1019441229741494,0.1004091715244718,0.10340911818926504,0.09676307254469964,0.10210985664884267,0.10261755772339475,0.09579977593705948,0.09770071275806451,0.10324861210434315,0.11037613277423183,0.09998814872044029,0.10018310971934148,0.10029501395892562,0.0965086246559731,0.09522700612746252,0.1010560295919433,0.09571995506041522,-0.15722806985243476,-0.15123972276584183,-0.20790131276174093,-0.193445472154581,-0.16370780312176914,-0.20576694709641646,-0.18857163286943326,-0.24602730162429415,-0.182142525448079,-0.1888977683523837,-0.18865830911588582,-0.20509071344844731,-0.1422076783574503,-0.24117397935025872,-0.23813919872801106,-0.18332624675841905
2,0.005483617077952974,-0.984873121236765,0.010369678083463563,0.03003331127448755,-0.0008792714862921741,-0.006207249063832252,0.00928784995937146,0.019233321940497684,0.021193917007554075,0.02590213041463211,0.0013521849700355113,0.032347417935004966,0.011956220181846918,0.012867910964974914,0.004648201377468091,0.011099208625502668,0.02683254494972612,0.029123616661234877,0.01610204733937125,0.00019605711760606364,0.01900347287029749,0.018711664058076206,0.012409766782111715,0.007608246603496067,0.003368868960899506,0.009474149171032186,0.016318738814553372,0.022571968839619223,0.008208394358990678,0.015684142715246683,0.027371820143670813,0.008997143275431585,0.004067695945216832,0.006094588730716794,0.012760968099913539,0.006194205023484356,0.032268183382533275,0.02308757638547656,0.04179230295488959,0.04422668156413193,0.03236957659779302,0.048522756581555145,0.01715459323366836,0.03373163579142952,0.026281151868451116,0.041705378262086756,0.041899383329584455,0.025781248329055307,0.0029193342364875912,0.05088921594263993,0.056981256795863036,-0.005971795444804231
3,-0.9554568942600776,-0.004323161704286205,0.1672269969929851,0.05812654569624007,0.027989051600155967,0.07206080647703302,0.047614960491764516,0.02662327777340205,0.01897197299665073,0.0319629962488102,0.019048401507781566,-0.00386545680992715,0.014224516792857621,0.007615843084262359,0.013556014440664742,-0.007211210775199159,0.012855065166984864,0.026073999769511434,0.03649622987627689,0.03303325242068459,0.02654305690287575,0.037164644568511575,0.02302589889383873,0.042769629742171036,0.03746966608168013,0.024698183411459778,0.023753334930083525,0.016005577797084423,0.07162167668456294,0.01658479804919919,0.034198273726175475,0.022892883618048025,0.034167653235774816,0.021118622034030043,0.02633053232299072,0.015245337624857089,0.009296049145470902,0.01329065021494852,-0.03513823533027398,-0.007783854085464891,-0.006474022596295377,-0.01821013926887457,-0.02132305646458034,-0.04827060555828326,-0.01233220102072983,-0.01686628427503451,0.016352249745326574,-0.022594904833164044,0.08007073225998168,-0.08023881827910992,-0.03898945618756942,0.06360936840103959
4,-0.04180936061648014,-0.015550115088618699,-0.39341587185470855,-0.7459390186552474,0.015391895759116939,-0.055371952444211066,0.057035564274479804,0.014114287555030514,0.047463599311118515,0.022869594078890172,0.08608190642573356,0.00041461598899408163,0.06407930531646053,0.04513670393809137,0.02004748763095755,-0.10765868678525083,0.0752636638883752,0.04825797144279644,0.0532616595087394,0.042909628993654594,0.03841516299314931,0.025234312772633313,0.0515045664151491,0.04343136273724247,0.03744634040644278,0.03761324356119907,0.04246554967678789,0.06448610367089296,0.006362777472690619,0.032543374624222764,0.05568036505976197,0.03528915976667225,0.0435670360323505,0.02843151826703956,0.039812513812513134,0.027609360752453255,0.0788182941445902,0.06508530393828749,0.0537350458583813,0.06702827672144346,0.03150715990935189,-0.007038971336845723,0.01616314288964593,-0.07677193395323881,0.0007544949043892801,0.12848482992178045,0.0981596577213712,-0.07311282022228383,-0.0006095526199462603,-0.3715523346678212,0.004550761028286561,0.13617378664386587
5,-0.08780642369721214,-0.0016918304889980695,-0.6326081954628953,0.29354895054573366,0.2157068506115078,-0.177917433307809,-0.10809160874698837,0.025830861536395664,0.0745240890663512,0.09216585691099259,-0.03252236481751727,0.05020446357236413,0.02475455806846747,0.02242122653760504,0.045669837585428856,0.1157040101573028,0.10319161094231596,0.07998439563516634,0.023157188201146015,-0.010066296551952628,0.030247981333608565,0.02053689746901348,0.004532023248241657,-0.05980648921190826,-0.03205039710401249,0.04953690516226875,0.06438467742717609,0.00332713174550842,0.08249686431014608,0.03988115432389702,0.03756040494883387,0.026615877590592037,-0.04605440458561515,0.006598645250817297,-0.052744050800431826,-0.043522184675393996,0.11778622363015388,0.08288786517018987,-0.19689719379840986,-0.054236202453730585,0.020266699186177184,-0.17811252796650345,0.20277293435320967,-0.176259241352975,0.13576262332571143,0.09277777203570192,-0.12631754462407924,-0.011631683865482391,-0.07613348916920956,0.18957513877429905,-0.28582002369342707,0.015152054466082143
6,0.07644263878954033,-0.008865305201582185,0.46654574491911166,-0.09302350492032088,0.4390881247662945,-0.10216001253457269,0.048183453350626855,-0.017435779871773607,0.011371855485518128,0.02128504640471118,-0.10323027710435091,0.09009672594533394,-0.04511397153297383,-0.010730914016903511,-0.020743027683475548,0.03805557331275628,-0.01572336345675055,0.0497872623047114,-0.021008958492534185,-0.04344867997602523,-0.023603774588920767,-0.020849301762723406,-0.021561097606190818,-0.06288210754849746,-0.04112531944712558,-0.003577947540877461,-0.003129084908049462,-0.027466566010143807,-0.23858864829377985,-0.011065548425174808,-0.021088635600849844,-0.025176720849990206,-0.04717934653727904,-0.011921085007493162,-0.07564021789492492,-0.014952932218637003,0.20543985477743815,0.2007492499185256,-0.11088999878507738,0.014791052168803082,0.14526347084097002,-0.08722733997080866,0.144440452964064,-0.2434103377841178,0.21554039414658044,0.20176177427877495,0.027008519679621784,-0.18227555221680156,-0.004673945246806782,-0.2051317307708205,-0.2129758247024754,-0.2161457790855371
7,0.03293460467567966,-0.0541535077165223,0.07833413282679089,-0.30690278899775,-0.005924420268002439,0.18699328609820814,0.12952798081354155,-0.04954477493712347,-0.11282805146204206,-0.10603063400123271,0.11955669382493528,-0.14922326962672422,-0.026395948409027696,0.05849266486439655,-0.018957350261127895,0.3599143586235445,-0.14055423724643365,-0.1446439831642101,-0.04363346488493518,0.04962297445741281,-0.014617679274589408,-0.016415904012563313,0.007584216349945262,0.11614285913054759,0.045118752313279095,-0.05755722718986187,-0.08558161471953868,0.10978138857914584,-0.06741626127711593,-0.0692242309363991,-0.10231604420972173,-0.006236158251374836,0.18274168582663666,0.05493974839804811,0.15220034734493718,0.08820105029099531,-0.041028077869428144,0.02071525194885552,-0.17503907039567207,-0.15325161573266394,-0.02635863853954415,-0.051425623228017095,0.009459452442654271,-0.08956926795416223,0.11626942932782183,-0.11774366115322601,-0.11683920498211173,0.08175105120623521,0.1624884635101189,0.36778592640798446,-0.39236092729672667,0.21178292087613748
8,0.0699167141336608,-0.037069497217820144,-0.20978261493983671,0.27782550759555524,0.3728281331945824,0.4966508300461665,-0.02886268842382182,-0.02396119901737402,-0.14715328000049527,-0.08496612256380419,-0.038236000676313234,-0.12378667994663198,-0.054882476577562046,-0.07233320599646058,-0.0413140167976923,0.13356259861188124,0.00023357096824411743,-0.13034863652277542,-0.04557846659509942,-0.002559695596239909,-0.049178692329648915,-0.06262442465074067,0.0029271445194222253,0.06953550625880706,0.03903275993055718,-0.0672689403968965,-0.09458509287998051,0.11562995602607672,-0.018291179867979734,-0.05719462202672295,-0.06751463984068631,-0.05919250857885921,0.06414755030193499,0.05276374743262026,0.02056522696171227,0.02792941685198093,0.0490893550907847,0.09688856035356556,0.07306312126743793,0.03251624512785475,0.07833336389652354,0.03132285965843471,-0.05056741838842265,-0.10860904927919923,-0.17210897599203479,-0.1407758135310304,-0.0276419666958667,-0.008489894024971495,0.09097698387632527,-0.4429247734893137,0.10325584973822667,0.16902670576199963
9,0.10319514356125467,-0.028242166574695193,0.16783339460073454,-0.0302159596264455,0.07617305564767111,-0.09722406852271505,-0.08178449836495552,-0.02432555754842825,-0.023354786506642255,-0.012356245625701192,-0.022304696664783664,-0.12762704640296524,-0.02676376196315874,-0.009141571748604064,0.00596603351298976,-0.10555961767194497,-0.054809303227623105,0.04410634941505502,-0.01835367725876787,-0.035767501627427666,-0.012218365593907234,-0.026314292425994555,0.006404511193059356,0.006590027253185039,-0.016259071069709554,-0.04050574363629128,-0.03178832357181062,-0.39332725318335027,0.7675775599380653,0.00830003182002812,-0.05871467594947496,-0.022859216115806488,0.053285911700364,-0.07877470909758472,-0.07294965777828318,0.010134019588096848,0.03695138493210964,0.047844602499421074,-0.045183963553894826,0.0027298090052449084,0.025214829352336668,0.030894423599170426,0.036806353270026,-0.037292480946489126,0.016051383849498835,0.01651181954950459,-0.0702681595427727,0.086033742880524,0.14984875554165877,-0.13675661067034067,-0.1644204683565085,0.20875136644545783
10,-0.030508442802274632,0.009966111889803507,0.05761827198905993,-0.2574862092910483,0.242638134168958,0.07897591080377,-0.0611682907194539,0.010696683373649143,-0.004230333326210142,0.023531536421519565,-0.050401602537884886,-0.02763432193631439,0.005494026397296912,-0.027083566183750876,-0.001965992560324402,0.17095978131135664,0.052914613896175966,-0.0023223034837392704,0.006641436313385674,-0.05444439652950979,-0.028631732145055572,-0.02138515975582893,0.015269080287055436,0.005858560387344627,0.042130502014355115,0.0015964103522281001,0.0002488323514602509,0.2186507613363367,0.33230928111322605,-0.05744539772816878,0.030998905206371753,-0.015353801295617949,-0.09302810856290326,-0.0008356679824286318,-0.10067675372583654,-0.0266308897497329,0.012740810219280658,0.023743947044410216,-0.23166373630860385,-0.09087276565131909,-0.05603527493319,-0.08811004474815409,0.019261625173795635,-0.1630784239432111,0.013150863101476312,-0.13708396025035885,-0.14727530144185041,-0.04872272580992326,-0.19890824712308694,0.25839369519052263,0.5885315772329992,-0.19721303616894856
11,0.021393583955602202,0.010136432292575048,-0.004335308043900865,0.1561952268304443,-0.1980254743284524,-0.3346112726443739,0.07156457178920467,0.00137250363448513,-0.0644702920283004,-0.08240554730993552,-0.04444527056828057,-0.19110835492333358,-0.0529957671901626,0.05021814661438182,-0.0663555703464972,0.1504971113865859,-0.17857784290773832,-0.03479550772715193,-0.046081658430344175,-0.04025876002031624,-0.015352657713062825,-0.021960959213547772,-0.044411015390283866,0.01796021913333936,0.015677179314267535,-0.030619487696036517,-0.04592921725769411,0.6388813971121359,0.2944444898669408,-0.07753006412738077,-0.003948730763386897,-0.013930653428383996,-0.017780929545004102,0.03817427322653951,0.03549966383935698,0.013409074959414524,0.007683772223621337,0.014833477411997717,0.13867133051924335,0.009069512411732025,0.020527970817269692,-0.051518007467935265,-0.038757119814257904,-0.028705476482302802,0.09576082615614095,0.1276388853495423,0.18573504973186283,-0.20082081661308648,0.14821394318275488,-0.16210505254904845,-0.05950705993127861,-0.11124114619666338
12,0.020785123413701645,-0.005595189718000215,-0.05586646291676717,0.15957564833335885,-0.03641754080191348,-0.3153345558296659,0.03706486006122631,-0.012090594301706194,-0.020589132417768885,-0.08305359866530239,0.09161579214505841,-0.31322956681714353,0.02397055828979666,0.23553650108474364,-0.04566253522926082,-0.08563303571652597,-0.022192785496813767,-0.010470631028130062,0.005433259526201473,0.05721316969188339,0.021848708894140936,-0.00951243675623145,0.035887146491268104,0.10896759846304359,0.0663212274380459,-0.017204301618708548,-0.017435859343744572,-0.28014689158816874,-0.22176538769364995,0.0006287625589129158,-0.0118627480175467,0.01414782174531285,0.21011438806685434,0.02362839069868219,0.19680708192020496,0.10062615945199264,0.04771520054748766,0.057363950499142634,-0.21530853086309462,-0.09222688930625322,0.016699009890901943,-0.02407078507350252,-0.1499442247557768,-0.2758311342278212,0.10724008624264392,0.07829159405280212,-0.0362450836504818,-0.11508166227640323,0.2624803685885758,-0.01575983123535818,0.4194966845172964,0.0894692616692773
